YT_Video_ID,file_name,start_time,end_time,label,transcript
hhSNKJ_lcNU,AN_WILTY_EP16_truth8,329,337,truth,i once guessed the exact number of sweets in a mini cooper and was awarded a prize by britain's top...
hhSNKJ_lcNU,AN_WILTY_EP16_truth10,364,369,truth,"i don't think they were real sweets, they were probably like fake big..."
hhSNKJ_lcNU,AN_WILTY_EP16_truth11,374,377,truth,it just looked too big for a man.
hhSNKJ_lcNU,AN_WILTY_EP16_truth12,531,538,truth,i was the first person in the world to breed the congolese frog hymenochiris curtopi.
hhSNKJ_lcNU,AN_WILTY_EP16_truth13,547,551,truth,they are the only frog i know that has a prehens...
hhSNKJ_lcNU,AN_WILTY_EP16_truth14,580,587,truth,"everybody else had kept them in tanks with an aerator, which bubbled away. and with the prehensile anus..."
hhSNKJ_lcNU,AN_WILTY_EP16_truth15,590,593,truth,if it's bubbly water they just sink down.
hhSNKJ_lcNU,AN_WILTY_EP16_truth16,957,966,truth,i was in a prog rock band called aragon and we recorded an album called...
hhSNKJ_lcNU,AN_WILTY_EP16_lie17,971,981,deception,this is gordon. he works in my local pet shop and recently sold me a hamster that died the very next day.
hhSNKJ_lcNU,AN_WILTY_EP16_lie18,1031,1034,deception,the godson of some friends of mine.
hhSNKJ_lcNU,AN_WILTY_EP16_lie19,1272,1276,deception,last year i was ordered to leave blackpool tower after i threw a sausage roll off the
hhSNKJ_lcNU,AN_WILTY_EP16_truth24,1437,1444,truth,more chips. a glass of orange squash. a sense of purpose.
hhSNKJ_lcNU,AN_WILTY_EP16_truth25,1515,1519,truth,that's a remarkable impression because it has the advantage of also sounding quite a lot like ken livingston.
hhSNKJ_lcNU,AN_WILTY_EP16_truth26,1559,1564,truth,i take it absolutely everywhere with me because i can't stand a co-
QbthTZVmNYk,AN_WILTY_EP17_truth2,8,484,truth,"cheering and applause tonight on would i lie to you, stand-up jimmy carr, word-up jerry christian and their team captain, lee mack. and facing them tonight, birmingham beauty, germania. on comic duty, marcus bridgestone. and their team captain, david mitchell. and here's your host, rob brydon. good evening and welcome to would i lie to you? the show that prides itself on being a liar's paradise. paradise according to scientists certain people are able to tell at a glance whether someone is lying or not they call these individuals women and very first lie was told by adam and eve when they denied eating the apple in the garden of eden the cost of eating the apple and existence of pain and mortality still slightly less than a waitrose pack of four organic pippins and so around one home truths where our panelists each read out a statement from the card in front of them to make things harder they've never seen the card before so they've no idea what they'll be faced with it's up to the opposing team to sift the fact from the fiction and jimmy your first up. all right is revealing prince philip told me i was a funny-looking fellow when i was a ball boy at wimbledon david's team what year was this? oh, i was about 12 or 13 about 84 maybe something like that ages ago how did you get into being a ball boy? how did i get into it? while i just psyched myself up. laughter from the attention boys today! i love it, man. how does the system of selecting ball boys work? i was in a tennis club in my local village. i used to play tennis and there was a lottery thing and you could go along and two people from every tennis club went along. i thought they were from schools around the wimbledon area. that's what i thought. where were you at school, jimmy? the wimbledon area. wow, he's really fast with this. you were lined up, all the ball boys and ball girls. yeah, it was after the women's final. everyone's lined up, hundreds of us. which final? who had played? years ago, it was the yvonne lendl kind of era. he's unlikely to make the women's final. who was prince philip there with? i think it was the duke and duchess of kent or something. i don't really know the royal for that well. well, that's the thing, it's usually the duke and duchess of kent that do all the wimbledon stuff, rather than prince philip, who's got more important sporting events to go and be racist at. i believe you're a bullfight wimbledon, but i just don't think prince philip often turns up to wimbledon. he does. he told me i was a fine-looking fellow when i was there. that's how i know that. do you have any concept of what particular aspect of your demeanour that he found funny-looking? i can answer this. we'll all have a go. we'll start with you. what's funny about my massive head? do you think you frightened the prince with your appearance? is that he was actually really freaked out? most likely, yes. do you know what? that joke works if you don't do that. you know what, i thought you could never look more like a ventriloquist dummy, do you think? you're taking long, you've gone back in the box, eh? right, david, what do you reckon? is he telling the truth? what do you think? it could be true because of his face, but... no, i don't think you're ugly, i just think... no, i'm sorry. i just think that you've got a very unique face. no one will ever forget you. how am i getting bullied by jamelia? how did that happen? so david, what's your team deciding here? i think it could be true. i don't know. i don't trust you. you're a funny looking fella. see, that's the crucial detail. yeah. i'm edging towards a lie. you're saying it's a lie? yeah. okay. jimmy carr. well, i can tell you, it is a lie. applause it's a lie. it's a lie. prince philip didn't tell jimmy he was a funny-looking fellow at wimbledon. what a moment. perhaps the funniest man in britain, known for his off-colour material, finally getting to meet jimmy carr. jamelia, you're next. okay. erm, i once stole some toilet paper from george michael's house. lee? was it new or used? was it beside the bed on the floor crumpled up or was it from a roll? i'm amazed he has toilet paper in his house because he's normally at the gents in the park. yeah, it was in his house. in the toilet, not in the toilet, like on the roll. what were you doing at george's house? it was a party. i think it was his birthday. were any of his relatives there? you think it right. what was the occasion? but it was a party, what do you have parties for? well i have parties for all sorts of reasons. well it was one of those reasons. why did you steal the paper? a memento. how much did you steal jamelia? what sort of quantities are we talking about here? not like the...just like a square. one square? you did this, that's not a square. that's an oblong. the toilet paper squares are oblong. you know, they're referred to as squares, but they're not perfect squares at all. squares at all. they're oblong, they're definitely longer than they are wide. you're the only person in the world that's known as david. everyone else goes like that, just that, but not you. i say... excuse me darling, pass me the ruler. i think this is actually an oblong, not technically a square. well, how long ago was it? a few years. three, four years? give me some figures. about three or four years. i know further questions your honor force i think if you were gonna steal something from george michael's house you would steal something a bit better than that and what if you want to take a flat-screen tv? there's taking a memento, and then there's just being a thief you're edging towards saying it's a lie. i suspect i think it's a lie, but terry if you're gonna overrule us then no i'm just gonna disagree in that way. i'll look great if you're wrong you won't look great fair enough. hey, give them your brutal quipping, not me. i'm on your team. right, jamelia, you're going to have a bit of brutal quipping. go on, say that's a lie, jamelia. okay, so, jamelia, they're saying it's a lie. are you telling the truth? it is true. it's true. jamelia did once steal some toilet paper from george michael's house. i bumped into george michael in the toilet once. we'd never met before, but he was very friendly. marcus, you're next. right. i worked as a podium dancer at the ministry of sound."
QbthTZVmNYk,AN_WILTY_EP17_truth4,530,533,truth,they were relatively indistinct tunes designed to create...
QbthTZVmNYk,AN_WILTY_EP17_truth6,589,595,truth,i worked for nine months on an oil rig doing four weeks on and in the two weeks off i would go...
QbthTZVmNYk,AN_WILTY_EP17_lie8,986,989,deception,we own a greyhound together that's come last in a...
QbthTZVmNYk,AN_WILTY_EP17_truth11,1226,1233,truth,"it was in the city centre and erm, we were walking down the road, next thing you know, these four police cars."
QbthTZVmNYk,AN_WILTY_EP17_truth12,1245,1248,truth,we're walking down this road in the city centre.
QbthTZVmNYk,AN_WILTY_EP17_lie13,1388,1395,deception,i read 1984 from cover to cover in wh smith so i didn't have to buy...
QbthTZVmNYk,AN_WILTY_EP17_lie15,1455,1459,deception,"was it badly paid? it was quite badly paid, but i, you know, i dare say i could have stretched."
QbthTZVmNYk,AN_WILTY_EP17_lie16,1554,1557,deception,"well, this is some of my hair collection."
QbthTZVmNYk,AN_WILTY_EP17_lie17,1560,1563,deception,that i gathered from guests who appeared.
QbthTZVmNYk,AN_WILTY_EP17_lie18,1581,1585,deception,i would ask the makeup women to take it off the brush.
DJRLZV4Ec44,AN_WILTY_EP18_truth1,108,113,truth,good. i once put nail polish remover in my fish tank to give my goldfish...
DJRLZV4Ec44,AN_WILTY_EP18_truth2,129,134,truth,the whole bottle and i just put a tiny just a little bit just to give them a bit more
DJRLZV4Ec44,AN_WILTY_EP18_truth3,169,173,truth,because i just thought they were looking a bit sleepy.
DJRLZV4Ec44,AN_WILTY_EP18_truth4,179,186,truth,the show is about a woman who is a little girl who is a little boy who is a little girl
DJRLZV4Ec44,AN_WILTY_EP18_truth5,197,200,truth,in an aspirin or some nail polish remover and it will just make them...
DJRLZV4Ec44,AN_WILTY_EP18_lie6,307,310,deception,i once had my wallet stolen by a walrus.
DJRLZV4Ec44,AN_WILTY_EP18_lie7,328,332,deception,"there's a sort of a... i couldn't call it a zoo, more of a menagerie."
DJRLZV4Ec44,AN_WILTY_EP18_lie8,339,342,deception,i had actually for once paid for something.
DJRLZV4Ec44,AN_WILTY_EP18_lie9,481,487,deception,one of my best friends at school was a little man i'd made from a slice of toast that i always kept in my bag.
DJRLZV4Ec44,AN_WILTY_EP18_lie10,582,588,deception,in your own image. i do remember designing big legs because i wanted him to be a fast runner.
DJRLZV4Ec44,AN_WILTY_EP18_lie11,926,929,deception,"what was on to, i'm afraid to say it was richard and judy."
DJRLZV4Ec44,AN_WILTY_EP18_truth13,986,989,truth,my four year old son went to a...
DJRLZV4Ec44,AN_WILTY_EP18_lie14,1061,1067,deception,a couple joined our class and they just got engaged and they wanted to tone pre-wedding.
DJRLZV4Ec44,AN_WILTY_EP18_lie15,1075,1081,deception,first thing was that when they did positions they looked into each other's eyes quite earnestly.
DJRLZV4Ec44,AN_WILTY_EP18_lie17,1096,1099,deception,and the woman did the best job.
DJRLZV4Ec44,AN_WILTY_EP18_lie18,1105,1110,deception,"the fiance, he said very earnestly, and there she..."
DJRLZV4Ec44,AN_WILTY_EP18_truth19,1199,1203,truth,"a birthday party came home and said i saw a juggler, it was the best thing i've ever seen."
DJRLZV4Ec44,AN_WILTY_EP18_lie21,1266,1273,deception,"it was just a group of us went to this nightclub, you know, on a saturday night i think."
DJRLZV4Ec44,AN_WILTY_EP18_truth23,1366,1370,truth,i once put out a fire using my...
ZrnEJ5g4CLU,AN_WILTY_EP19_lie1,131,137,deception,"okay. anton, dubeck and i danced our way..."
ZrnEJ5g4CLU,AN_WILTY_EP19_lie2,181,188,deception,what dance was it? it was a little bit of a foxtrot. he's a ballroom guy you see. and waltz was my best dance.
ZrnEJ5g4CLU,AN_WILTY_EP19_truth3,324,328,truth,every christmas my dad makes the whole family stand up to watch the
ZrnEJ5g4CLU,AN_WILTY_EP19_truth4,333,336,truth,two brothers and sisters and then...
ZrnEJ5g4CLU,AN_WILTY_EP19_truth5,368,376,truth,"he's living in a kind of like time warp. he's quite an old dad. and he's one of those people like, he'll buy a spam and sit in the cellar, cause he means..."
ZrnEJ5g4CLU,AN_WILTY_EP19_truth6,489,493,truth,my dad sometimes... those protest things where they go on the...
ZrnEJ5g4CLU,AN_WILTY_EP19_lie7,577,582,deception,when i was a child i was scared that my entire life was a book being read.
ZrnEJ5g4CLU,AN_WILTY_EP19_lie8,612,617,deception,"so what came to you? quite early, but then, you know, up until i was maybe seven or eight."
ZrnEJ5g4CLU,AN_WILTY_EP19_lie9,623,628,deception,i thought that there was a chance that my life was...
ZrnEJ5g4CLU,AN_WILTY_EP19_lie10,646,650,deception,he told me another story and it was about a bear reading stories to his little bear.
ZrnEJ5g4CLU,AN_WILTY_EP19_lie11,968,972,deception,"well, this is terry and he built the nuclear bunker."
ZrnEJ5g4CLU,AN_WILTY_EP19_lie12,977,982,deception,terry and he's the policeman who was called out when i was caught trying to break into the window.
ZrnEJ5g4CLU,AN_WILTY_EP19_lie13,1174,1178,deception,i got myself out when i had a plumber around trying to un...
ZrnEJ5g4CLU,AN_WILTY_EP19_lie14,1195,1198,deception,your genuine view of me is i would be...
ZrnEJ5g4CLU,AN_WILTY_EP19_lie15,1356,1361,deception,"if you give me any date before the year 2000, i can instantly tell you what date."
ZrnEJ5g4CLU,AN_WILTY_EP19_lie16,1375,1378,deception,the system is...
ZrnEJ5g4CLU,AN_WILTY_EP19_lie18,1402,1407,deception,"three months in 1955, you learn it off by heart those 90 days, and then there's a calculus..."
ZrnEJ5g4CLU,AN_WILTY_EP19_truth20,1550,1556,truth,a coronation street star once made me remove all the red m&ms from the
VSSCH5LcafA,AN_WILTY_EP20_truth2,335,338,truth,i have two...
VSSCH5LcafA,AN_WILTY_EP20_truth3,361,366,truth,i was in bali and we were...
VSSCH5LcafA,AN_WILTY_EP20_truth4,407,411,truth,"yeah, but i would think that if people didn't think they were..."
VSSCH5LcafA,AN_WILTY_EP20_lie5,534,537,deception,do i have a bomb stra-
VSSCH5LcafA,AN_WILTY_EP20_lie6,552,557,deception,i am launching my own range of condiments including omijalili piccolilli.
VSSCH5LcafA,AN_WILTY_EP20_lie7,593,599,deception,i said i've only done a few bit parts and a few films and they said well you're quite well known in comedy and we're trying to get this...
VSSCH5LcafA,AN_WILTY_EP20_lie8,601,605,deception,"other products as well, jalili chili, all kinds of..."
VSSCH5LcafA,AN_WILTY_EP20_lie9,612,616,deception,they wanted me to write a book but i didn't feel i was old enough or experienced enough to write.
VSSCH5LcafA,AN_WILTY_EP20_lie10,1014,1017,deception,"and the first time i met her, i ran over..."
VSSCH5LcafA,AN_WILTY_EP20_lie12,1134,1141,deception,"they wanted to get a masseuse because of arthritis. it's a spaniel. we've had it for seven years. so in dog years, it's about 42. so it's quite early."
VSSCH5LcafA,AN_WILTY_EP20_lie13,1152,1155,deception,we don't know it. it may be indefinite.
VSSCH5LcafA,AN_WILTY_EP20_lie15,1526,1535,deception,"if i am heading north and blue, if i'm heading south. or, if i'm heading west, i also go for blue. and east."
VSSCH5LcafA,AN_WILTY_EP20_lie16,1565,1570,deception,"i went through to the main pasty area, where i ordered my ginster's pasty."
K9h744kQGTM,AN_WILTY_EP21_truth2,344,349,truth,"when i present a show for the first time, i like to wear red eyes."
K9h744kQGTM,AN_WILTY_EP21_truth3,358,365,truth,"red is a colour synonymous with luck and fortune. with the chinese, anyway."
K9h744kQGTM,AN_WILTY_EP21_truth4,424,430,truth,"if i see one magpie, i say, hello mr magpie, how's your partner? because you have to say partner, you can't say..."
K9h744kQGTM,AN_WILTY_EP21_lie6,531,538,deception,"people come up to you and they think they might know you, but i'm not one of those really well-known faces. so you have to come up with something."
K9h744kQGTM,AN_WILTY_EP21_lie7,542,545,deception,"yeah, but then it's quite awkward if they say, i don't know what."
K9h744kQGTM,AN_WILTY_EP21_lie8,549,553,deception,someone asked me if i was danny glover. that was quite awkward.
K9h744kQGTM,AN_WILTY_EP21_lie9,1039,1042,deception,signed a household robot that's...
K9h744kQGTM,AN_WILTY_EP21_lie10,1055,1060,deception,"finally, david. this is sylvan and he's my next door neighbour and i..."
K9h744kQGTM,AN_WILTY_EP21_lie11,1064,1068,deception,after he complained about an all-night party.
K9h744kQGTM,AN_WILTY_EP21_lie12,1192,1196,deception,"ok, my time has come."
K9h744kQGTM,AN_WILTY_EP21_lie13,1307,1312,deception,i can't eat custard creams because they remind me of spencer whitfield who bullied me at school.
K9h744kQGTM,AN_WILTY_EP21_lie14,1316,1323,deception,he pinned me down with his mates and he forced fed me custard cream.
K9h744kQGTM,AN_WILTY_EP21_lie15,1332,1337,deception,"the first instance we had was, believe it or not, in secondary school. right, we'll go round the..."
K9h744kQGTM,AN_WILTY_EP21_lie17,1381,1386,deception,i learned how to use money in a sensible way. and i got in there and it was full of the...
K9h744kQGTM,AN_WILTY_EP21_lie18,1416,1420,deception,the only concert i have ever been to was by show...
K9h744kQGTM,AN_WILTY_EP21_truth19,1424,1427,truth,"it was at the bit of wembley that's not a football stadium, but it's..."
K9h744kQGTM,AN_WILTY_EP21_truth20,1450,1454,truth,she was pretty good. she was incredibly...
K9h744kQGTM,AN_WILTY_EP21_truth21,1460,1464,truth,"i think she's done all the golf things, he's definitely sung dime."
K9h744kQGTM,AN_WILTY_EP21_lie22,1536,1540,deception,these are some of the birthday cards that i've posted to my...
K9h744kQGTM,AN_WILTY_EP21_lie23,1564,1568,deception,"she ran over a cat once, so we weren't allowed cats after that."
K9h744kQGTM,AN_WILTY_EP21_lie24,1630,1635,deception,shut it! because sydney's real pedigree name is...
4guAsXvaYfE,AN_WILTY_EP22_truth1,2,125,truth,"tonight, a award i lie to you, made to measure trini woodrow, comedy treasure reese chiersmith, and their team captain, david mitchell! and facing them tonight, fresh from the west end, michael bull! tv's his best friend, charlie booker! and their team captain, lee mack! and your host, rob brydon! cheering and applause good evening, and welcome along to would i lie to you, the show all about lies and lying. now, according to research, the most common lies are about affairs and money. so, men, if you do spend the night with another woman, don't make things worse by lying to your wife about how much she cost. laughter when you give someone a fake smile, you don't use the same set of muscles as when you smile at them genuinely it's easy to tell the difference a genuine smile is the one you get from your dear old mom as you walk up the path to the care home on a sunday afternoon fake smile is the one you give her back to round one home truths where our panelists take it in turns to read out a statement from the card in front of them and to make it particularly difficult they haven't seen the card yet so they don't know if it contains a truth or a terrible terrible lie that we've made up for them michael ball is first up michael what would you like to tell us thank you i have a three-part ritual i have to adhere to before i go on stage"
4guAsXvaYfE,AN_WILTY_EP22_truth2,129,135,truth,"firstly, there's a suite that i have to have before i feel comfortable."
4guAsXvaYfE,AN_WILTY_EP22_truth3,151,154,truth,"because i'm playing, i'm in hairspray and she's a woman and..."
4guAsXvaYfE,AN_WILTY_EP22_truth4,182,185,truth,and then you go there and...
4guAsXvaYfE,AN_WILTY_EP22_lie5,283,286,deception,marks and spencer's mannequins are based on...
4guAsXvaYfE,AN_WILTY_EP22_lie6,294,299,deception,what you do is you do a like a plaster of paris.
4guAsXvaYfE,AN_WILTY_EP22_lie8,449,456,deception,for a summer i worked at a funeral directors that offered themed funerals.
4guAsXvaYfE,AN_WILTY_EP22_lie9,490,493,deception,the people are alive are dressed up and the dead person's dead.
4guAsXvaYfE,AN_WILTY_EP22_lie10,512,517,deception,"well, the blue parrot is the name of the supposed club that the..."
4guAsXvaYfE,AN_WILTY_EP22_lie11,538,542,deception,beautiful.
4guAsXvaYfE,AN_WILTY_EP22_lie12,569,573,deception,"it was only ever crematorium, it wasn't ever burials."
4guAsXvaYfE,AN_WILTY_EP22_truth13,646,652,truth,"for six years, i pretended to a girlfriend that i was partially dead."
4guAsXvaYfE,AN_WILTY_EP22_truth15,728,735,truth,what was your reason? i said that when i was a child i had nearly drowned when i was like four in a swimming pool and this had left me deaf.
4guAsXvaYfE,AN_WILTY_EP22_lie16,1088,1091,deception,"this is donna, who's teaching me bass..."
4guAsXvaYfE,AN_WILTY_EP22_lie17,1098,1102,deception,it saved my life when she threw me a life belt after i fell off my...
4guAsXvaYfE,AN_WILTY_EP22_truth19,1153,1159,truth,i released a charity single and so she went and bought them all in a shop and then sold them.
4guAsXvaYfE,AN_WILTY_EP22_truth20,1175,1179,truth,"well it's, it's, um, no. no, everyone's number one."
4guAsXvaYfE,AN_WILTY_EP22_lie21,1190,1193,deception,"very good at maintaining, you know, looking after..."
4guAsXvaYfE,AN_WILTY_EP22_lie23,1203,1206,deception,"yes, well, yes, that was one of the first things."
4guAsXvaYfE,AN_WILTY_EP22_lie24,1222,1226,deception,you don't talk about homemade wits.
4guAsXvaYfE,AN_WILTY_EP22_lie25,1282,1285,deception,"well, i was actually trying to..."
4guAsXvaYfE,AN_WILTY_EP22_lie26,1287,1293,deception,to undo the gas canister at the front so we could make a cup of tea. and i went down the side.
4guAsXvaYfE,AN_WILTY_EP22_lie29,1460,1467,deception,"they are andy burnham, the culture secretary, alistair darling, who is the chancellor."
4guAsXvaYfE,AN_WILTY_EP22_lie30,1571,1575,truth,i kept my car running for two months by cracking an egg.
7AYOdlw5Gg4,AN_WILTY_EP23_truth1,112,118,truth,i once had to ask michael winner to calm down after i crashed into his...
7AYOdlw5Gg4,AN_WILTY_EP23_truth2,185,190,truth,it was raining and it was dark and i'd break...
7AYOdlw5Gg4,AN_WILTY_EP23_truth3,203,207,truth,"he said, uh, he said that bump is about a thousand pounds."
7AYOdlw5Gg4,AN_WILTY_EP23_truth6,329,335,truth,i had a job as a postman but left after a week because i couldn't ride the bike.
7AYOdlw5Gg4,AN_WILTY_EP23_truth7,347,350,truth,they provide a bike.
7AYOdlw5Gg4,AN_WILTY_EP23_truth8,354,357,truth,because the...
7AYOdlw5Gg4,AN_WILTY_EP23_truth9,6,368,truth,"music plays applause good evening. welcome to what i lie to you, the show all about the art of lying. on the lemax team tonight, we have the star of doc martin, a show whose enormous success has had the cornish locals high-sixing each other. it's martin clunes! applause and another very successful comedian actor who's even been awarded an obe. yes. for what? laughter i mean, i like the kumar's as much as the next man. but an obe? and sanjeev bhaskar! cheering and applause and on david mitchell's team, a presenter who once interviewed tony blair about the iraq war and his decision to remove saddam hussein from office. not the most light-hearted moment on all star mystery misses. it's fern britton! cheering and applause and the man who puts the e into richard grant. it's richard e grant! cheering and applause applause right, let's get started then with round one. it's home truths, where our panellists each read out a statement from the card in front of them. now, to make things harder, they've never seen the card before, so they've no idea what they'll be faced with. it's up to the opposing team to separate the truth from the lies. and sanjeev is first up. i once had to ask michael winner to calm down after i crashed into his car. laughter david. right. was this... at the time when you asked him to calm down, had his brilliant eshore campaign already hit our screens and so, you know, seemed like an apposite thing to say, or was this years ago and angrier michael winner, who still had a film career? laughter i think it was before the adverts. right, so maybe that's what gave him the idea. quite possibly. what car was he driving? he was driving a bentley. what colour? i don't know, it was dark. well, it was at night or it was a dark bentley? both. both. it was dark. that's why it blended in. that's why i hit him. are you sure he had a car at all? well, you mean i just hit him up the arse? well, he was once a very large man. what was your car? i was in a vauxhall cavalier. and where did the crash happen? yes. at kensington high street in london. who was in the car with him? no-one, i think. he was driving himself? he was driving himself, yeah. describe the whole incident. it was raining and it was dark and i braked. the guy in front of me braked very suddenly and i went into the back of him. so you both get out of the car. at this point, you're presumably quite surprised to see that it's michael winner. i started laughing. right. what was his response? he said, er, he said, that bump is about a £1,000. then michael winner got out of the car and... he said, i agree with the first chap. no, he... i started laughing and he just said, er, this isn't very funny. and i said, i think it is. did you exchange all the details? er, i think i gave him my details. i don't think he gave you... did you include the obe in your details? didn't have one at the time. this was pre-decoration. was it this incident that led to your being awarded the obe? laughter because i think he should have got a knighthood. well... you have to kill him for that. i'm surprised he didn't have a passenger with him because he's very friendly with michael caine. laughter i was driving down the road when we felt a prang in the arse. i looked around, who do you bloody think it was? only sanjeev bhaskar, pre-decoration. laughter what do you think, david's team? michael winner does have a driver, always talks about the driver in his reviews. well, you think it's true. well, i'm so gullible, i think, yes. oh, did it open? well, it happened. you think it's a lie. there's something about that he would have a chauffeur or someone else in the car. so, on the basis i have the casting vote, i'm going to say lie. saying that it's a lie. ok. sanjeev bhaskar, obe. are you telling the truth or telling a lie? i'm telling the truth. cheering and applause no! whoa! yes. it's true. sanjeev did once have to ask michael winner to calm down after he crashed into his car. it was a serious accident, but a couple of good panel beaters and some light touching up and michael looked as good as new. fern, it is you that is next. i had a job as a postman but left after a week because i couldn't ride the bike. b mac, what do you think? when was this? when i was a student. oh, not just after this morning? did they provide a bike or did you have your own bike? they provide a bike. and you couldn't ride it? no. why couldn't you ride it? because the basket on the front that you put the letters in, it doesn't turn when you turn the handlebars. so you think you're probably going straight on, but you're not. you're trying to turn right, and you think, i'm scared."
Nj66dXc93U0,AN_WILTY_EP24_lie1,3,6,deception,i have actually been fired by alan sugar.
Nj66dXc93U0,AN_WILTY_EP24_lie2,11,21,deception,"i was working for a catering company when i first left drama school, like a lot of good drama students, black trousers, white shirt, handing round the drinks and the canapes."
Nj66dXc93U0,AN_WILTY_EP24_lie5,41,47,deception,"was he standing next to you? yes, yes, it was his do. he was the host of the do and i was summarily dispersed."
Nj66dXc93U0,AN_WILTY_EP24_lie6,96,103,deception,"he was just busy with dealing with, you know, worrying about her clothes and his summary firing of me was a sort of display."
Nj66dXc93U0,AN_WILTY_EP24_lie7,135,142,deception,"god, i can't remember. there was anger, there was shouting. he didn't swear, but he made me look stupid. but cunningly..."
Nj66dXc93U0,AN_WILTY_EP24_truth8,355,358,truth,a dance version of a shakespearean soliloquy.
Nj66dXc93U0,AN_WILTY_EP24_lie10,376,382,deception,this is ken and ken drives a steam engine and recently let me...
Nj66dXc93U0,AN_WILTY_EP24_truth11,397,401,truth,it was a version of hamlets to be on.
Nj66dXc93U0,AN_WILTY_EP24_lie14,526,530,deception,well obviously if i'm working i don't go and do it because there's a troupe of...
Nj66dXc93U0,AN_WILTY_EP24_lie15,556,559,deception,"he said, drive the steam train and he gave me a ride."
Nj66dXc93U0,AN_WILTY_EP24_lie16,566,576,deception,"it was at the... it was at my brother's 30th birthday, due, which was at the didcot railway museum."
Nj66dXc93U0,AN_WILTY_EP24_lie17,586,591,deception,i think there was elements of irony and elements of genuine enjoyment. very much like this show.
Af5tAj0w2Ig,AN_WILTY_EP25_lie1,6,10,deception,it's sort of a couple hundred yards. stop.
Af5tAj0w2Ig,AN_WILTY_EP25_lie2,14,19,deception,"no, no, no, it's outdoors, but within the property. it doesn't... you don't access the national network."
Af5tAj0w2Ig,AN_WILTY_EP25_lie3,28,32,deception,why is everyone in such a rush? it's because the network's so...
Af5tAj0w2Ig,AN_WILTY_EP25_truth4,237,244,truth,"there was a saying in my old school, if lee mack can pass his geography o level, then anyone can."
